# ----------------------------------------,,
# highcharts.com,,
# Audience Overview,,
# 20171217-20180117,,
# ----------------------------------------,,
,,
Day Index,Users,Sessions
12/18/2017,"40,585","48,351"
12/19/2017,"43,039","51,499"
12/20/2017,"44,926","53,359"
12/21/2017,"41,256","49,018"
12/22/2017,"36,844","43,332"
12/23/2017,"28,955","33,419"
12/24/2017,"26,113","30,020"
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
